run_id,ts_ms,event_type,frame_id,participant_id,lighting,background,distance_m,gesture_true,gesture_pred,confidence,stable_ms,threshold,command_sent,command_block_reason,drone_state,battery_pct,height_cm,command_ts_ms,ack_ts_ms,drone_motion_ts_ms,e2e_latency_ms,notes
20260330_104442,1774885484993,frame,0,P1,normal,clean,0.5,,none,0.0,0,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486145,frame,1,P1,normal,clean,0.5,,none,0.0,1152,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486176,frame,2,P1,normal,clean,0.5,,none,0.0,1183,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486206,frame,3,P1,normal,clean,0.5,,none,0.0,1213,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486253,frame,4,P1,normal,clean,0.5,,none,0.0,1260,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486284,frame,5,P1,normal,clean,0.5,,none,0.0,1291,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486315,frame,6,P1,normal,clean,0.5,,none,0.0,1322,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486347,frame,7,P1,normal,clean,0.5,,none,0.0,1354,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486377,frame,8,P1,normal,clean,0.5,,none,0.0,1384,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486407,frame,9,P1,normal,clean,0.5,,none,0.0,1414,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486454,frame,10,P1,normal,clean,0.5,,none,0.0,1461,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486486,frame,11,P1,normal,clean,0.5,,none,0.0,1493,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486516,frame,12,P1,normal,clean,0.5,,none,0.0,1523,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486546,frame,13,P1,normal,clean,0.5,,none,0.0,1553,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486577,frame,14,P1,normal,clean,0.5,,none,0.0,1584,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486607,frame,15,P1,normal,clean,0.5,,none,0.0,1614,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486639,frame,16,P1,normal,clean,0.5,,none,0.0,1646,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486670,frame,17,P1,normal,clean,0.5,,none,0.0,1677,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486700,frame,18,P1,normal,clean,0.5,,none,0.0,1707,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486732,frame,19,P1,normal,clean,0.5,,none,0.0,1739,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486778,frame,20,P1,normal,clean,0.5,,none,0.0,1785,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486809,frame,21,P1,normal,clean,0.5,,none,0.0,1816,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486857,frame,22,P1,normal,clean,0.5,,none,0.0,1864,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486888,frame,23,P1,normal,clean,0.5,,none,0.0,1895,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486919,frame,24,P1,normal,clean,0.5,,none,0.0,1926,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486951,frame,25,P1,normal,clean,0.5,,none,0.0,1958,0.8,none,no_command,,,,,,,,
20260330_104442,1774885486982,frame,26,P1,normal,clean,0.5,,none,0.0,1989,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487013,frame,27,P1,normal,clean,0.5,,none,0.0,2020,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487044,frame,28,P1,normal,clean,0.5,,none,0.0,2051,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487075,frame,29,P1,normal,clean,0.5,,none,0.0,2082,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487106,frame,30,P1,normal,clean,0.5,,none,0.0,2113,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487137,frame,31,P1,normal,clean,0.5,,none,0.0,2144,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487168,frame,32,P1,normal,clean,0.5,,none,0.0,2175,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487200,frame,33,P1,normal,clean,0.5,,none,0.0,2207,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487247,frame,34,P1,normal,clean,0.5,,none,0.0,2254,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487277,frame,35,P1,normal,clean,0.5,,none,0.0,2284,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487309,frame,36,P1,normal,clean,0.5,,none,0.0,2316,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487355,frame,37,P1,normal,clean,0.5,,none,0.0,2362,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487387,frame,38,P1,normal,clean,0.5,,none,0.0,2394,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487418,frame,39,P1,normal,clean,0.5,,none,0.0,2425,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487447,frame,40,P1,normal,clean,0.5,,none,0.0,2454,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487478,frame,41,P1,normal,clean,0.5,,none,0.0,2485,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487510,frame,42,P1,normal,clean,0.5,,none,0.0,2517,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487541,frame,43,P1,normal,clean,0.5,,none,0.0,2548,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487573,frame,44,P1,normal,clean,0.5,,none,0.0,2580,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487605,frame,45,P1,normal,clean,0.5,,none,0.0,2612,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487651,frame,46,P1,normal,clean,0.5,,none,0.0,2658,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487682,frame,47,P1,normal,clean,0.5,,none,0.0,2689,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487713,frame,48,P1,normal,clean,0.5,,none,0.0,2720,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487743,frame,49,P1,normal,clean,0.5,,none,0.0,2750,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487773,frame,50,P1,normal,clean,0.5,,none,0.0,2780,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487819,frame,51,P1,normal,clean,0.5,,none,0.0,2826,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487851,frame,52,P1,normal,clean,0.5,,none,0.0,2858,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487882,frame,53,P1,normal,clean,0.5,,none,0.0,2889,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487912,frame,54,P1,normal,clean,0.5,,none,0.0,2919,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487945,frame,55,P1,normal,clean,0.5,,none,0.0,2952,0.8,none,no_command,,,,,,,,
20260330_104442,1774885487976,frame,56,P1,normal,clean,0.5,,none,0.0,2983,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488008,frame,57,P1,normal,clean,0.5,,none,0.0,3015,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488055,frame,58,P1,normal,clean,0.5,,none,0.0,3062,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488087,frame,59,P1,normal,clean,0.5,,none,0.0,3094,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488118,frame,60,P1,normal,clean,0.5,,none,0.0,3125,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488149,frame,61,P1,normal,clean,0.5,,none,0.0,3156,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488181,frame,62,P1,normal,clean,0.5,,none,0.0,3188,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488212,frame,63,P1,normal,clean,0.5,,none,0.0,3219,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488243,frame,64,P1,normal,clean,0.5,,none,0.0,3250,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488274,frame,65,P1,normal,clean,0.5,,none,0.0,3281,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488306,frame,66,P1,normal,clean,0.5,,none,0.0,3313,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488337,frame,67,P1,normal,clean,0.5,,none,0.0,3344,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488369,frame,68,P1,normal,clean,0.5,,none,0.0,3376,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488400,frame,69,P1,normal,clean,0.5,,none,0.0,3407,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488447,frame,70,P1,normal,clean,0.5,,none,0.0,3454,0.8,none,no_command,,,,,,,,
20260330_104442,1774885488478,frame,71,P1,normal,clean,0.5,,none,0.0,3485,0.8,none,no_command,,,,,,,,
