run_id,ts_ms,event_type,frame_id,participant_id,lighting,background,distance_m,gesture_true,gesture_pred,confidence,stable_ms,threshold,command_sent,command_block_reason,drone_state,battery_pct,height_cm,command_ts_ms,ack_ts_ms,drone_motion_ts_ms,e2e_latency_ms,notes
20260302_105455,1772470508516,frame,0,P1,normal,clean,0.5,,none,0.0,0,0.8,none,none,,,,,,,,
20260302_105455,1772470508623,frame,1,P1,normal,clean,0.5,,none,0.0,107,0.8,none,none,,,,,,,,
20260302_105455,1772470508638,frame,2,P1,normal,clean,0.5,,none,0.0,122,0.8,none,none,,,,,,,,
20260302_105455,1772470508642,frame,3,P1,normal,clean,0.5,,none,0.0,126,0.8,none,none,,,,,,,,
20260302_105455,1772470508646,frame,4,P1,normal,clean,0.5,,none,0.0,130,0.8,none,none,,,,,,,,
20260302_105455,1772470508650,frame,5,P1,normal,clean,0.5,,none,0.0,134,0.8,none,none,,,,,,,,
20260302_105455,1772470508668,frame,6,P1,normal,clean,0.5,,none,0.0,152,0.8,none,none,,,,,,,,
20260302_105455,1772470508683,frame,7,P1,normal,clean,0.5,,none,0.0,167,0.8,none,none,,,,,,,,
20260302_105455,1772470508698,frame,8,P1,normal,clean,0.5,,none,0.0,182,0.8,none,none,,,,,,,,
20260302_105455,1772470508702,frame,9,P1,normal,clean,0.5,,none,0.0,186,0.8,none,none,,,,,,,,
20260302_105455,1772470508707,frame,10,P1,normal,clean,0.5,,none,0.0,191,0.8,none,none,,,,,,,,
20260302_105455,1772470508713,frame,11,P1,normal,clean,0.5,,none,0.0,197,0.8,none,none,,,,,,,,
20260302_105455,1772470508718,frame,12,P1,normal,clean,0.5,,none,0.0,202,0.8,none,none,,,,,,,,
20260302_105455,1772470508723,frame,13,P1,normal,clean,0.5,,none,0.0,207,0.8,none,none,,,,,,,,
20260302_105455,1772470508728,frame,14,P1,normal,clean,0.5,,none,0.0,212,0.8,none,none,,,,,,,,
20260302_105455,1772470508732,frame,15,P1,normal,clean,0.5,,none,0.0,216,0.8,none,none,,,,,,,,
20260302_105455,1772470508736,frame,16,P1,normal,clean,0.5,,none,0.0,220,0.8,none,none,,,,,,,,
20260302_105455,1772470508740,frame,17,P1,normal,clean,0.5,,none,0.0,224,0.8,none,none,,,,,,,,
20260302_105455,1772470508744,frame,18,P1,normal,clean,0.5,,none,0.0,228,0.8,none,none,,,,,,,,
20260302_105455,1772470508748,frame,19,P1,normal,clean,0.5,,none,0.0,232,0.8,none,none,,,,,,,,
20260302_105455,1772470508752,frame,20,P1,normal,clean,0.5,,none,0.0,236,0.8,none,none,,,,,,,,
20260302_105455,1772470508756,frame,21,P1,normal,clean,0.5,,none,0.0,240,0.8,none,none,,,,,,,,
20260302_105455,1772470508760,frame,22,P1,normal,clean,0.5,,none,0.0,244,0.8,none,none,,,,,,,,
